-idInter,lotEtape,resTypeProdEcs,-risque,-solution
1,"ecs,ventilation",ballonThermo,Mauvais fonctionnement de la ventilation,Demandez à l'entreprise à ce que le Chauffe Eau Thermodynamique installé assure la ventilation complète du logement et respecte les débits réglementaires. 
