-idInter,lotEtape,lotTraiteApres,apres_resTypeIsoPlancherBas,-niveau,-risque,-solution,-numFicheAdeme
1,menuiserie,plancherBas,surDalle,risqNiv2,Remplacement menuiseries extérieures / Isolation du plancher bas sous chape  ,L'ordonnancement des travaux présente des risques.,60
