-idInter,lotEtape,typePlancherBas,-risque,-solution,-solutionMenages
1,plancherBas,localNonChauffe,Etanchéité à l'air,Anticiper les passages de réseaux et prévoir des dispositifs adaptés de traitement d'étanchéité à l'air.,Assurez-vous que l'entreprise anticipe bien les passages de réseaux et prévoir des dispositifs adaptés de traitement d'étanchéité à l'air.
