-idInter,lotEtape,lotTraiteApres,apres_resTypeProd,-niveau,-risque,-solution,-numFicheAdeme
1,plancherHaut,chauffage,appareilIndepBois,risqNiv2,Isolation de la toiture  / Installation d'un poêle à bois,L'ordonnancement des travaux présente des risques.,59
