id,zoneClim,moi,>=alt,<alt,inertieLourde,DH19,Nref19,E,Text,Tefs
420,H1c,12,400,800,oui,"12372,4",744,"33,59","1,2","5,3"
421,H2a,1,400,800,oui,"10795,3",744,"39,47","3,8","6,9"
422,H2a,2,400,800,oui,"10746,9",672,"61,19","2,4","5,2"
423,H2a,3,400,800,oui,"8719,6",741,"95,11","6,6","6,2"
424,H2a,4,400,800,oui,"7309,9",712,"84,18","8,2","7,6"
425,H2a,5,400,800,oui,4465,617,"76,39","11,6","9,1"
426,H2a,6,400,800,oui,0,0,0,0,"14,3"
427,H2a,7,400,800,oui,0,0,0,0,"16,7"
428,H2a,8,400,800,oui,0,0,0,0,"15,1"
429,H2a,9,400,800,oui,"442,1",72,"5,81","12,5","16,2"
430,H2a,10,400,800,oui,"5770,5",736,"61,93","10,6","13,9"
431,H2a,11,400,800,oui,7844,720,"63,38","7,4","11,3"
432,H2a,12,400,800,oui,"10167,6",744,"41,26","4,2","8,5"
433,H2b,1,400,800,oui,"10607,8",744,"32,4","4,1",7
434,H2b,2,400,800,oui,"10847,7",672,"59,81","2,2","4,8"
435,H2b,3,400,800,oui,"8657,9",741,"73,5","6,7","6,7"
436,H2b,4,400,800,oui,"6967,5",704,"89,72","8,7","7,6"
437,H2b,5,400,800,oui,"4254,8",564,"66,18","11,4","10,9"
438,H2b,6,400,800,oui,0,0,0,0,"13,3"
439,H2b,7,400,800,oui,0,0,0,0,"15,8"
440,H2b,8,400,800,oui,0,0,0,0,16
441,H2b,9,400,800,oui,0,0,0,0,"16,1"
442,H2b,10,400,800,oui,"5365,9",693,"87,26","11,4","13,5"
443,H2b,11,400,800,oui,8822,719,"42,57","6,1","10,4"
444,H2b,12,400,800,oui,10569,744,"27,5","3,6","7,2"
445,H2c,1,400,800,oui,"11300,8",744,"40,4","3,1","7,8"
446,H2c,2,400,800,oui,9225,672,"63,77","4,6","7,5"
447,H2c,3,400,800,oui,"7919,8",726,"110,02","7,7","8,2"
448,H2c,4,400,800,oui,"6225,4",685,"86,61","9,8","9,3"
449,H2c,5,400,800,oui,"1907,2",285,"45,69","13,7","12,9"
450,H2c,6,400,800,oui,0,0,0,0,"15,5"
451,H2c,7,400,800,oui,0,0,0,0,"17,8"
452,H2c,8,400,800,oui,0,0,0,0,"17,8"
453,H2c,9,400,800,oui,0,0,0,0,"17,7"
454,H2c,10,400,800,oui,"3925,9",604,"68,99","13,6","15,7"
455,H2c,11,400,800,oui,"8128,7",709,"63,3","7,1",12
456,H2c,12,400,800,oui,"11023,9",744,"38,16",3,"7,8"
457,H2d,1,400,800,oui,"11520,5",742,"98,24","2,9","6,6"
458,H2d,2,400,800,oui,"10257,2",672,"100,73","3,1","6,5"
459,H2d,3,400,800,oui,"8257,8",721,"116,26","7,3","7,4"
460,H2d,4,400,800,oui,"5355,9",607,"104,57","11,4","10,9"
461,H2d,5,400,800,oui,"69,5",18,"1,74","15,6","14,7"
462,H2d,6,400,800,oui,0,0,0,0,16
463,H2d,7,400,800,oui,0,0,0,0,"21,6"
464,H2d,8,400,800,oui,0,0,0,0,"18,9"
465,H2d,9,400,800,oui,0,0,0,0,"20,9"
466,H2d,10,400,800,oui,"2673,9",376,"50,27","12,5","16,4"
467,H2d,11,400,800,oui,"8239,6",704,"87,35","6,9","12,1"
468,H2d,12,400,800,oui,"18255,9",744,"85,07",3,"7,4"
469,H3,1,400,800,oui,"10752,6",744,"92,47","3,9","6,4"
470,H3,2,400,800,oui,"7375,6",670,"91,37","7,4","9,7"
471,H3,3,400,800,oui,"7568,3",730,"109,83","8,2","9,4"
472,H3,4,400,800,oui,"3284,2",434,"79,8","11,2",10
473,H3,5,400,800,oui,0,0,0,0,"15,2"
474,H3,6,400,800,oui,0,0,0,0,"18,7"
475,H3,7,400,800,oui,0,0,0,0,"19,4"
476,H3,8,400,800,oui,0,0,0,0,"23,4"
477,H3,9,400,800,oui,0,0,0,0,18
478,H3,10,400,800,oui,"151,2",24,"0,82","12,2","17,8"
479,H3,11,400,800,oui,"7441,6",704,"85,22",8,"12,7"
480,H3,12,400,800,oui,"9142,7",744,75,"5,6","10,1"
481,H1a,1,800,*,oui,0,0,0,0,0
482,H1a,2,800,*,oui,0,0,0,0,0
483,H1a,3,800,*,oui,0,0,0,0,0
484,H1a,4,800,*,oui,0,0,0,0,0
485,H1a,5,800,*,oui,0,0,0,0,0
486,H1a,6,800,*,oui,0,0,0,0,0
487,H1a,7,800,*,oui,0,0,0,0,0
488,H1a,8,800,*,oui,0,0,0,0,0
489,H1a,9,800,*,oui,0,0,0,0,0
490,H1a,10,800,*,oui,0,0,0,0,0
491,H1a,11,800,*,oui,0,0,0,0,0
492,H1a,12,800,*,oui,0,0,0,0,0
493,H1b,1,800,*,oui,"13156,7",744,"31,13","0,7","2,9"
494,H1b,2,800,*,oui,"11562,7",672,"45,92","1,2","2,1"
495,H1b,3,800,*,oui,"11177,8",744,"61,88","3,3","2,4"
496,H1b,4,800,*,oui,"7551,9",622,"68,92","6,3","3,6"
497,H1b,5,800,*,oui,0,0,0,0,"7,3"
498,H1b,6,800,*,oui,0,0,0,0,"10,9"
499,H1b,7,800,*,oui,0,0,0,0,"12,9"
500,H1b,8,800,*,oui,0,0,0,0,"13,3"
501,H1b,9,800,*,oui,0,0,0,0,"12,8"
502,H1b,10,800,*,oui,"5281,6",508,"53,53","8,5","10,6"
503,H1b,11,800,*,oui,"11353,8",720,"33,95","2,6","6,5"
504,H1b,12,800,*,oui,"13428,5",744,"37,72","0,2","3,9"
505,H1c,1,800,*,oui,"13829,2",744,"47,86","0,2","2,1"
506,H1c,2,800,*,oui,"12378,3",672,"55,9","0,1","0,4"
507,H1c,3,800,*,oui,"10330,9",744,"91,2","4,5","4,5"
508,H1c,4,800,*,oui,7787,711,"86,83","7,6",5
509,H1c,5,800,*,oui,"4637,2",632,"81,59","12,6","10,1"
510,H1c,6,800,*,oui,"748,3",94,"11,4","10,7","11,7"
511,H1c,7,800,*,oui,0,0,0,0,"14,2"
512,H1c,8,800,*,oui,0,0,0,0,"14,8"
513,H1c,9,800,*,oui,"1612,4",244,"33,16","13,2",14
514,H1c,10,800,*,oui,"6634,5",697,"66,87","9,5","11,8"
515,H1c,11,800,*,oui,"10593,5",720,"45,76","3,6","7,3"
516,H1c,12,800,*,oui,"13860,4",744,"33,59","0,8","3,3"
517,H2a,1,800,*,oui,0,0,0,0,0
518,H2a,2,800,*,oui,0,0,0,0,0
519,H2a,3,800,*,oui,0,0,0,0,0
520,H2a,4,800,*,oui,0,0,0,0,0
521,H2a,5,800,*,oui,0,0,0,0,0
522,H2a,6,800,*,oui,0,0,0,0,0
523,H2a,7,800,*,oui,0,0,0,0,0
524,H2a,8,800,*,oui,0,0,0,0,0
525,H2a,9,800,*,oui,0,0,0,0,0
526,H2a,10,800,*,oui,0,0,0,0,0
527,H2a,11,800,*,oui,0,0,0,0,0
528,H2a,12,800,*,oui,0,0,0,0,0
529,H2b,1,800,*,oui,0,0,0,0,0
530,H2b,2,800,*,oui,0,0,0,0,0
531,H2b,3,800,*,oui,0,0,0,0,0
532,H2b,4,800,*,oui,0,0,0,0,0
533,H2b,5,800,*,oui,0,0,0,0,0
534,H2b,6,800,*,oui,0,0,0,0,0
535,H2b,7,800,*,oui,0,0,0,0,0
536,H2b,8,800,*,oui,0,0,0,0,0
537,H2b,9,800,*,oui,0,0,0,0,0
538,H2b,10,800,*,oui,0,0,0,0,0
539,H2b,11,800,*,oui,0,0,0,0,0
540,H2b,12,800,*,oui,0,0,0,0,0
541,H2c,1,800,*,oui,"12788,8",744,"40,4","1,1","5,8"
542,H2c,2,800,*,oui,10569,672,"63,77","2,6","5,5"
543,H2c,3,800,*,oui,"9385,1",744,"110,02","5,7","6,2"
544,H2c,4,800,*,oui,"7623,4",721,"86,61","7,8","7,3"
545,H2c,5,800,*,oui,"4719,7",663,"95,01","12,4","10,9"
546,H2c,6,800,*,oui,249,50,"8,85",17,"13,5"
547,H2c,7,800,*,oui,0,0,0,0,"15,8"
548,H2c,8,800,*,oui,0,0,0,0,"15,8"
549,H2c,9,800,*,oui,431,72,"10,75","13,7","15,7"
550,H2c,10,800,*,oui,"5232,2",676,"72,63","11,7","13,7"
551,H2c,11,800,*,oui,9558,720,"63,3","5,1",10
552,H2c,12,800,*,oui,"12511,9",744,"38,16",1,"5,8"
553,H2d,1,800,*,oui,"13007,7",744,"98,24","0,9","4,6"
554,H2d,2,800,*,oui,"11601,2",672,"100,73","1,1","4,5"
555,H2d,3,800,*,oui,"9710,8",737,"116,26","5,3","5,4"
556,H2d,4,800,*,oui,"6609,3",680,"104,57","9,4","8,9"
557,H2d,5,800,*,oui,4291,644,"81,37","12,2","12,7"
558,H2d,6,800,*,oui,0,0,0,0,14
559,H2d,7,800,*,oui,0,0,0,0,"19,6"
560,H2d,8,800,*,oui,0,0,0,0,"16,9"
561,H2d,9,800,*,oui,1585,253,"48,93","14,2","18,9"
562,H2d,10,800,*,oui,"4795,3",619,"73,86","10,8","14,4"
563,H2d,11,800,*,oui,"9658,1",718,"87,35","4,9","10,1"
564,H2d,12,800,*,oui,"20887,4",744,"85,07",1,"5,4"
565,H3,1,800,*,oui,"12240,6",744,"92,47","1,9","4,4"
566,H3,2,800,*,oui,"8719,2",672,"91,37","5,4","7,7"
567,H3,3,800,*,oui,"9039,1",744,"109,83","6,2","7,4"
568,H3,4,800,*,oui,6188,721,"115,14","9,8",8
569,H3,5,800,*,oui,"2768,5",521,"89,43","14,5","13,2"
570,H3,6,800,*,oui,0,0,0,0,"16,7"
571,H3,7,800,*,oui,0,0,0,0,"17,4"
572,H3,8,800,*,oui,0,0,0,0,"21,4"
573,H3,9,800,*,oui,0,0,0,0,16
574,H3,10,800,*,oui,0,0,0,0,"15,8"
575,H3,11,800,*,oui,"8442,5",672,"80,94","5,8","10,7"
576,H3,12,800,*,oui,"10630,7",744,75,"3,6","8,1"
