-idInter,lotEtape,lotTraiteApres,resTypeIsoMur,resTypeProdEcs,-niveau,-risque,-solution,-numFicheAdeme
2,"mur,ecs",*,*,"ballonThermo,chaufCondensation",,Etanchéité à l'air,"Vérifiez que l’entreprise assure l'étanchéité à l'air autour des conduits d'air neuf et de rejet avec des dispositifs adaptés (œillet, ruban adhésif, mastic, …).",
